0.00,0,0,0
1.01,-0.05948353,-0.2767708,0.6043396
2.01,-0.04475117,-0.2854611,0.5881891
3.02,-0.02605772,-0.331611,0.5641859
4.03,-0.04742432,-0.2738678,0.5979141
5.04,-0.02271605,-0.2723101,0.6151052
6.04,-0.02989388,-0.2812229,0.6222582
7.05,-0.05385733,-0.2775766,0.6146097
8.07,-0.04564762,-0.2724842,0.6162878
9.07,-0.03448629,-0.3115233,0.5724407
10.08,-0.05771732,-0.2980084,0.5592586
11.09,-0.06145048,-0.2957542,0.5608066
12.11,-0.06201553,-0.2939987,0.5646275
13.11,-0.05736208,-0.3034818,0.5738617
14.12,-0.02465534,-0.3478603,0.6013607
15.13,-0.03140783,-0.3449237,0.5908278
16.14,-0.03230953,-0.3224878,0.597942
17.15,-0.0266366,-0.3060262,0.6067163
18.15,-0.055264,-0.3174317,0.600872
19.15,-0.05386734,-0.3162298,0.6035998
20.16,-0.05328369,-0.3142362,0.6044742
21.17,-0.05415821,-0.3138797,0.604503
22.19,-0.05364275,-0.3130558,0.6021744
23.19,-0.05212545,-0.3127739,0.6026567
24.20,-0.05147457,-0.3084064,0.6038972
25.20,-0.04417372,-0.298238,0.6087693
26.21,-0.05548668,-0.2871587,0.6145511
27.21,-0.05356455,-0.2812812,0.6186203
28.23,-0.01472998,-0.2594557,0.6075659
29.23,-0.02042055,-0.2592082,0.6068779
30.23,-0.02827692,-0.2601621,0.6059089
31.24,-0.02067232,-0.283891,0.5928413
32.25,0.01761389,-0.3652694,0.5985885
33.25,-0.005226612,-0.3553154,0.6045499
34.25,-0.03666258,-0.3511744,0.6290414
35.28,-0.03156471,-0.3393272,0.6305023
36.29,-0.03166151,-0.2977051,0.5940181
37.31,-0.02716827,-0.3006181,0.5943296
38.32,-0.02950621,-0.2995006,0.5948519
39.33,-0.04044342,-0.2645606,0.5864929
40.34,-0.03643179,-0.2192459,0.6061764
41.35,-0.0260644,-0.2394109,0.6150224
42.36,-0.02815723,-0.2426729,0.6295375
43.37,-0.02275705,-0.2460049,0.6306715
44.38,-0.03921366,-0.2912605,0.6048607
45.39,-0.06323385,-0.2879131,0.6072706
46.40,-0.05925512,-0.2844815,0.6096929
47.41,-0.05620527,-0.2828259,0.6112223
48.42,-0.04772806,-0.2856719,0.6133245
49.43,-0.03886604,-0.2869084,0.6163005
50.45,-0.0386982,-0.2834144,0.6160539
51.46,-0.03896046,-0.2821825,0.6177937
52.47,-0.03960657,-0.276984,0.6169145
53.48,-0.04103279,-0.2593503,0.625437
54.49,-0.03995466,-0.254407,0.6259912
55.50,-0.03308725,-0.2914431,0.6057435
56.51,-0.02773619,-0.2915045,0.6067885
57.52,-0.02395105,-0.2910055,0.6082157
58.53,-0.0210433,-0.2907335,0.6089355
59.54,-0.01642323,-0.286235,0.6099619
60.55,-0.0187459,-0.285333,0.6129215
61.56,-0.01475191,-0.2850972,0.6120908
62.57,-0.01439047,-0.2841903,0.6108539
63.58,-0.0143652,-0.2844533,0.6109573
64.59,-0.01469278,-0.2840837,0.6107918
65.60,-0.01791525,-0.2831515,0.6118666
66.62,-0.0160327,-0.2817715,0.612895
67.63,-0.01826191,-0.2805384,0.6130722
68.64,-0.007704258,-0.2810403,0.6140471
69.65,0.03646326,-0.2470061,0.6318613
70.66,0.02744961,-0.2600453,0.6320921
71.67,0.06373554,-0.2655184,0.633657
72.68,0.07173885,-0.2427989,0.6463732
73.69,0.2909852,0.1701241,-0.1020201
74.70,-0.1218152,-0.1236821,0.6485114
75.71,-0.1253721,-0.1697798,0.6395503
76.72,-0.03650279,-0.2210302,0.63592
77.73,0.05709446,-0.2865469,0.6554077
78.74,0.06895722,-0.2873987,0.6699619
79.75,0.05239517,-0.2839605,0.6618202
80.76,0.0270794,-0.2733697,0.6549383
81.77,0.03621806,-0.2725449,0.6591505
82.79,0.03644051,-0.2684526,0.6576068
83.80,0.01216911,-0.2939582,0.6425763
84.81,-0.01251657,-0.2840801,0.6254876
85.82,-0.02652917,-0.2872012,0.6402096
86.82,-0.02757077,-0.278123,0.6368132
87.83,-0.02434022,-0.2724349,0.6340872
88.83,-0.02275482,-0.269485,0.632494
89.83,-0.02147212,-0.2674975,0.6302851
90.84,-0.01872867,-0.2657723,0.6263453
91.85,-0.01510882,-0.2672542,0.6259871
92.85,0.01822075,-0.3328435,0.5926449
93.85,0.01446444,-0.3407859,0.6023504
94.86,0.01510821,-0.3391086,0.6022769
95.86,0.01579804,-0.3371431,0.6004699
96.87,0.01331514,-0.3343476,0.6010673
97.87,0.003100142,-0.3234767,0.598022
98.87,0.003606375,-0.3212024,0.5983088
99.88,0.0007213652,-0.3182813,0.5981714
100.89,-0.01729961,-0.2608839,0.6253918
101.90,-0.02162809,-0.2796395,0.6297409
102.91,-0.02154031,-0.2702793,0.6273178
103.91,-0.01752735,-0.2707604,0.6256064
104.92,-0.01819665,-0.2702807,0.6255289
105.93,-0.01601886,-0.2740899,0.6230552
106.93,0.01203913,-0.3123605,0.640406
107.95,0.03194923,-0.3220527,0.6514189
108.95,0.01016953,-0.2996809,0.6423087
109.95,-0.01667991,-0.3221813,0.5879409
110.96,-0.05799989,-0.3483822,0.5908029
111.97,-0.0435289,-0.3415601,0.5826843
112.98,-0.03944709,-0.3376635,0.5730844
114.00,-0.03810897,-0.3219124,0.5725071
115.03,-0.04169956,-0.3044847,0.5630926
116.05,-0.05188912,-0.2969195,0.5655676
117.06,-0.0506761,-0.290255,0.5641892
118.06,-0.04902844,-0.2877342,0.5633325
119.07,-0.04908293,-0.2878789,0.5619248
120.08,-0.05071928,-0.2878679,0.5623195
121.09,-0.05152561,-0.2885638,0.5640386
122.10,-0.05357837,-0.2869128,0.5642551
123.11,-0.05416206,-0.3124002,0.5561729
124.11,-0.05117705,-0.3208967,0.5604653
125.12,-0.05803298,-0.319188,0.5628309
126.13,-0.05857738,-0.3172406,0.5620854
127.14,-0.05915977,-0.3162819,0.5620375
128.15,-0.06160254,-0.3186144,0.5622743
129.17,-0.06327823,-0.3162276,0.5619622
130.18,-0.1027925,-0.317222,0.5612428
131.18,-0.06525102,-0.323321,0.5608066
132.19,-0.06086005,-0.3231376,0.5656558
0.00,0,0,0
0.02,0,0,0
0.35,0,0,0
0.42,0.3838215,-0.6396059,-0.2772727
0.43,0.3839087,-0.6396335,-0.2773082
0.44,0.3838744,-0.6396098,-0.2773206
0.44,0.3838677,-0.6396196,-0.2773221
0.45,0.3837976,-0.6396298,-0.2772934
0.46,0.383779,-0.6396037,-0.2772944
0.48,0.3837223,-0.639575,-0.2772734
0.49,0.3837085,-0.6395726,-0.277257
0.50,0.3837242,-0.639577,-0.27723
0.51,0.3837199,-0.639557,-0.277209
0.52,0.3836088,-0.6395845,-0.2771442
0.53,0.3835688,-0.6395842,-0.2771225
0.54,0.3833866,-0.6395136,-0.277092
0.55,0.3834033,-0.6394862,-0.2770503
0.56,0.3833714,-0.6394747,-0.2770269
0.58,0.3835287,-0.6394969,-0.2770863
0.59,0.3834996,-0.6394907,-0.2770813
0.60,0.3834157,-0.6394831,-0.2770863
0.61,0.3833494,-0.6394689,-0.2770808
0.62,0.3833189,-0.6394699,-0.2770851
0.63,0.3832951,-0.6394992,-0.2770669
0.64,0.3832574,-0.6394874,-0.277066
0.65,0.3833256,-0.6394767,-0.277077
0.67,0.3833156,-0.6394664,-0.2770641
0.68,0.3833661,-0.6394997,-0.2770743
0.69,0.3833337,-0.6394917,-0.2770584
0.70,0.383358,-0.6394992,-0.2770488
0.71,0.383462,-0.6395139,-0.277106
0.72,0.38344,-0.6394957,-0.2770979
0.73,0.3835216,-0.6394997,-0.2771297
0.74,0.3834896,-0.6395049,-0.2771106
0.75,0.383523,-0.639521,-0.2771487
0.76,0.3835034,-0.639502,-0.2771528
0.78,0.3834686,-0.639521,-0.2771468
0.79,0.3834891,-0.6395289,-0.2771642
0.80,0.3834896,-0.6395185,-0.277178
0.81,0.3834429,-0.6395168,-0.2771418
0.82,0.3834119,-0.6395173,-0.2771242
0.83,0.3834596,-0.6395016,-0.2770941
0.84,0.3834348,-0.6394889,-0.277076
0.85,0.3833303,-0.6394951,-0.2770476
0.87,0.3833022,-0.639491,-0.2770345
0.88,0.383152,-0.6394358,-0.2769802
0.89,0.3832631,-0.6394818,-0.2770145
0.90,0.3832316,-0.6394742,-0.2770109
0.91,0.3831058,-0.6394813,-0.2769778
0.92,0.3830776,-0.639482,-0.2769604
0.93,0.3830347,-0.6394464,-0.2769971
0.94,0.3830214,-0.6394572,-0.2769876
0.95,0.383018,-0.6394597,-0.2769942
0.96,0.3829823,-0.6394441,-0.2769938
0.98,0.3829036,-0.6394136,-0.2769766
0.99,0.3828812,-0.6394182,-0.2769868
1.00,0.3830748,-0.6394398,-0.2770326
1.01,0.3832822,-0.6394918,-0.2771268
1.02,0.3832679,-0.6394966,-0.2771182
1.03,0.3833184,-0.6395254,-0.2771192
1.05,0.3832951,-0.6395073,-0.277122
1.06,0.3833003,-0.6395267,-0.2771406
1.07,0.3833799,-0.6395249,-0.2771313
1.08,0.3833599,-0.6395139,-0.2771339
1.09,0.3833542,-0.6395278,-0.2771113
1.10,0.3833361,-0.6395135,-0.2771029
1.11,0.3834391,-0.6395222,-0.2771418
1.13,0.3834214,-0.6395009,-0.2771311
1.14,0.3833747,-0.63947,-0.2771263
1.15,0.383369,-0.6394674,-0.2771182
1.16,0.3834949,-0.6394846,-0.2771482
1.17,0.383584,-0.6395415,-0.2772007
1.18,0.3835731,-0.6395347,-0.2772093
1.19,0.3836136,-0.639537,-0.2772441
1.20,0.3835912,-0.6395282,-0.2772412
1.21,0.3836522,-0.6395433,-0.2772522
1.23,0.3836288,-0.639523,-0.2772677
1.24,0.3836493,-0.6395299,-0.2772293
1.25,0.3836346,-0.6395508,-0.2771971
1.26,0.3836212,-0.6395541,-0.2772071
1.27,0.3836274,-0.6395589,-0.2772138
1.28,0.3836193,-0.6395457,-0.2772186
1.29,0.3835859,-0.6395481,-0.2771833
1.30,0.383584,-0.6395525,-0.2771749
1.31,0.3836188,-0.6395661,-0.2771688
1.33,0.3836055,-0.6395649,-0.2771778
1.34,0.3836875,-0.6395891,-0.2772229
1.35,0.3837891,-0.6396017,-0.2772791
1.36,0.3837929,-0.6395845,-0.2772841
1.37,0.3837638,-0.6395603,-0.2772233
1.38,0.3837566,-0.6395496,-0.2772143
1.39,0.3838215,-0.6395998,-0.2772255
1.40,0.3838267,-0.6395997,-0.2772112
1.41,0.3836956,-0.6395445,-0.2771463
1.43,0.3837337,-0.6395497,-0.2771668
1.44,0.3837409,-0.6395423,-0.2771635
1.45,0.3836613,-0.639539,-0.2771502
1.46,0.3836508,-0.6395271,-0.2771347
1.47,0.3835964,-0.6395482,-0.2771139
1.48,0.3835869,-0.6395408,-0.2771127
1.49,0.3836231,-0.6395603,-0.2771986
1.50,0.3836136,-0.6395509,-0.2772043
1.51,0.3836789,-0.6395456,-0.2772305
1.52,0.3836722,-0.6395404,-0.2772417
1.54,0.3837066,-0.6395591,-0.277221
1.55,0.3838391,-0.6395975,-0.277276
1.56,0.383841,-0.6396042,-0.2772696
1.57,0.3837986,-0.6396058,-0.2772508
1.58,0.3837914,-0.6396134,-0.2772462
1.59,0.3837814,-0.6395866,-0.2772257
1.60,0.3837628,-0.6395916,-0.2772338
1.61,0.3836837,-0.6396023,-0.2772229
1.63,0.3836899,-0.639577,-0.2772236
1.64,0.383688,-0.6395756,-0.27722
1.65,0.3837862,-0.6396041,-0.27721
1.66,0.3837857,-0.6396043,-0.2772098
1.67,0.3836794,-0.6396195,-0.2772112
1.68,0.3836789,-0.6396263,-0.2772105
1.69,0.3838186,-0.6396651,-0.2772474
1.70,0.3838134,-0.6396556,-0.2772591
1.71,0.3837266,-0.6396424,-0.2772627
1.72,0.3836508,-0.6396247,-0.2772477
